LABELS,NEWS
NEUTRAL,بیرون ملک پاکستانیوں سے پوچھیں فلاحی ریاست کیا ہوتی ہے: وزیر اعظم
NEGATIVE,لاڑکانہ ڈویژن میں بلدیاتی نمائندوں کی کروڑوں روپے کی کرپشن
NEUTRAL,وزیر اعظم کی بذریعہ ای لنک عدالت پیشی کی ویڈیو وائرل
NEGATIVE,نیو ایئر نائٹ: ہوائی فائرنگ کرنے والوں پر اقدام قتل کا مقدمہ ہوگا
NEGATIVE,کراچی میں ٹارگٹ کلنگ: فائرنگ سے 2 افراد جاں بحق
NEGATIVE,آئرلینڈ کرکٹ ٹیم پر بھی کرونا کا وار
NEGATIVE,مقبوضہ کشمیر: بھارتی فوج کے ہاتھوں مزید 3 کشمیری شہید
NEGATIVE,جیٹ فیول کی سپلائی میں کمی: پی ایس او 15 دن تک فیول سپلائی نہیں کر سکے گا
NEUTRAL,"وزیراعظم کا دورہ لاہور، پنجاب کے عوام کے لئے تاریخی اعلان متوقع"
NEUTRAL,کرونا وائرس: ایک روز میں 500 سے زائد نئے کیسز رپورٹ
NEUTRAL,ناظم جوکھیو کی بیوہ کا قاتلوں کو معاف کرنے سے انکار
NEGATIVE,"مقبوضہ وادی میں بھارتی فوج کی بربریت، 24 گھنٹوں میں 6 شہادتیں"
NEGATIVE,پاکستان کے لیے 2021: سال کی اہم سیاسی پیش رفت
NEUTRAL,ایک سال میں کارپوریٹ سیکٹر کو 929 ارب روپے کا منافع
NEGATIVE,کراچی پہنچنے والے 5 مسافروں میں کووڈ 19 کی تصدیق
NEUTRAL,"حکومت کی اہم اتحادی، مسلم لیگ (ق)  کا منی بجٹ کی حمایت کا فیصلہ"
NEGATIVE,‘سابق حکمرانوں نے قرض لیکر ہمیں غلام بنادیا’
NEGATIVE,پنجاب کے بڑے شہروں میں ماحول دوست بسیں چلانے کی ہدایت
POSITIVE,پختونخواہ میں مفت جگر ٹرانسپلانٹ کا آغاز جلد ہوگا
NEGATIVE,داسو واقعے میں ملوث تمام دہشت گرد اور سہولت کار گرفتار ہوچکے ہیں: سی ٹی ڈی
NEUTRAL,نسلہ ٹاور: پولیس کا سندھ بلڈنگ کنٹرول اتھارٹی کے دفتر پر چھاپہ
NEUTRAL,سیالکوٹ: علشبہ قتل کیس میں گرفتار ملزم کا تہلکہ خیز انکشاف
NEGATIVE,بجلی کی قیمت میں 4 روپے اضافے کا امکان
NEUTRAL,پاکستان کی تعمیر و ترقی میں سعودی حکومت کے تعاون کو سراہتے ہیں: وزیر خارجہ
NEUTRAL,الیکشن کمیشن نے عام انتخابات 2023 کی تیاریاں شروع کر دیں
NEUTRAL,پختونخواہ میں کتنے افراد ڈینگی سے متاثر ہوئے؟
NEUTRAL,کے پی کے میں دوسرے مرحلے کے بلدیاتی انتخابات سے متعلق اہم اعلان
NEUTRAL,عمران خان کی قیادت میں اگلا الیکشن لڑیں گے: شیخ رشید
NEUTRAL,"سال نو پر ہلڑ بازی کرنے والے شہری ہوشیار، پنجاب حکومت نے حکم نامہ جاری کردیا"
NEUTRAL,کراچی: کالجوں میں طلبا کی حاضری یقینی بنانے کے لئے اہم فیصلہ
NEGATIVE,ریلوے کی سالانہ 2 ارب روپے کی بجلی چوری ہو رہی ہے: وفاقی وزیر
NEUTRAL,نسلہ ٹاور کے نقشے کی منظوری دینے والے افسران کے نام سامنے آگئے
NEUTRAL,صنعتوں کو کل سے گیس سپلائی بحال ہوجائے گی
NEUTRAL,اقتصادی تحفظ کے ساتھ قومی سلامتی پالیسی پر سنجیدگی سے عمل کیا جائے گا: معید یوسف
POSITIVE,وزیر اعظم کی زیر صدارت وفاقی کابینہ کا اجلاس: قومی سلامتی پالیسی منظور
NEGATIVE,"کراچی میں پولیس کی کارروائی، تحریک طالبان کے 2 دہشت گرد گرفتار"
NEUTRAL,"سندھ میں یونین کونسل، یونین کمیٹی اور وارڈز کی حلقہ بندیوں کا شیڈول جاری"
POSITIVE,پختونخواہ: صحت کارڈ سے 1 سال میں 75 لاکھ خاندانوں کا مفت علاج
NEUTRAL,نسلہ ٹاور کے ذمے داران کے خلاف مقدمہ درج
NEUTRAL,24 گھنٹے میں کرونا وائرس کے 200 سے زائد نئے کیسز رپورٹ
NEUTRAL,بلوچستان میں 3 گنا زیادہ سڑکیں بن رہی ہیں: مراد سعید
NEGATIVE,زراعت کو زیادہ پیداوار والے شعبے میں تبدیل کر رہے ہیں: وزیر اعظم
POSITIVE,پہلی قومی سلامتی پالیسی کی منظوری دے دی گئی
NEUTRAL,والدین ‏کو گھر سے نکالنے پر ایک سال قید ہوگی: عدالت کا فیصلہ
NEGATIVE,ڈالر 180 روپے پر پہنچ گیا
NEUTRAL,آرمی چیف سے ترک مسلح افواج کے چیف آف جنرل اسٹاف کی ملاقات
NEUTRAL,پاکستان کو انتہا پسند سوچ سے لڑنا ہے: فواد چوہدری
NEUTRAL,معاشی ترقی قومی سلامتی سے جڑی ہے: وزیر خارجہ
NEUTRAL,قطر ایئر ویز کا پاکستان سے پروازوں کی تعداد میں اضافے کا اعلان
POSITIVE,کرونا ویکسین کی مزید 15 ملین خوراکیں پاکستان پہنچ گئیں
NEGATIVE,24 گھنٹے میں کرونا وائرس سے 2 اموات
NEUTRAL,3 سال میں ہائی وے اتھارٹی کو 99 ارب روپے کی آمدن ہوئی: مراد سعید
NEGATIVE,"کراچی: جعلی پولیس مقابلے میں 3 افراد کی ہلاکت، ایس ایچ او گرفتار"
NEUTRAL,شوکت ترین نے وفاقی وزیر کے عہدے کا حلف اٹھالیا
NEUTRAL,وزیر اعظم نے نیشنل سیکیورٹی کمیٹی کا اجلاس طلب کرلیا
POSITIVE,عمران خان کرپشن کے خلاف لڑتا رہے گا: شیخ رشید
NEGATIVE,ڈاکٹر سیمی جمالی کی گاڑی اندھی گولی کی زد میں آگئی
NEUTRAL,‘نئے انکشافات نے پھر شریف فیملی کو سسلین مافیا ثابت کردیا’
NEGATIVE,کراچی میں افغان گینگ کا ملزم گرفتار
NEUTRAL,کراچی: انوشہ کی موت کیسے واقع ہوئی؟ میڈیکل رپورٹ جاری
NEUTRAL,‘ہماری ڈیل ہو گئی ہے’
NEUTRAL,"کوئٹہ میں موسم سرما کی پہلی برف باری، کراچی میں بوندا باندی"
NEUTRAL,کرونا وائرس: مثبت کیسز کی شرح میں کمی پیشی جاری
NEUTRAL,نواز شریف کی برطانیہ میں قیام کی سفارش کرنے والا ڈاکٹر مشکل میں آگیا
NEUTRAL,"پی ٹی آئی کی تنظیم نو، اسد عمر کو اہم عہدہ مل گیا"
POSITIVE,"""پاکستان کو عظیم بنانے کے لئےقائد کے اصولوں کو اپنانا ہوگا”"
NEGATIVE,کوئٹہ اور گردونواح میں زلزلے کے شدید جھٹکے
NEUTRAL,"کرونا وبا سے مزید 7 افراد کا انتقال،  353 نئے کیسز رپورٹ"
NEUTRAL,پاک بحریہ کے لیے چین میں تیار جہاز کی لانچنگ
NEGATIVE,گوجرانوالہ میں نوجوان کی درخت سے لٹکی لاش برآمد
NEUTRAL,وزیر اعظم نے آئندہ انتخابات کے لیے سیاسی حکمت عملی طے کر لی
NEUTRAL,آرمی چیف سے آسٹریلین ہائی کمشنر کی الوداعی ملاقات
NEUTRAL,وزیر اعظم کا پاکستان میں سارک سربراہی اجلاس کی میزبانی کرنے کا عندیہ
NEUTRAL,سانحہ سیالکوٹ: ایوان بالا کا سری لنکن عوام سے اظہار تعزیت
NEGATIVE,الیکشن کمیشن پر دھاوا: رکن اسمبلی کو مہنگا پڑگیا
NEUTRAL,کراچی میں بین الاقوامی ڈرگ ڈیلرز کے خلاف کارروائی
NEUTRAL,‘جھوٹی باجی کو اطلاع دینی تھی کہ شہباز شریف عدالت سے بھاگ رہے ہیں’
NEUTRAL,ایک حد سے زیادہ سستی گیس سپلائی نہیں کی جا سکتی: حماد اظہر
NEGATIVE,سوات اور گرد و نواح میں زلزلے کے جھٹکے
NEGATIVE,"کراچی یونیورسٹی میں منشیات فروخت کرنے والے ملزمان گرفتار، خاتون بھی شامل"
NEGATIVE,"کرونا مزید 4 زندگیاں نگل گیا، 322 کیسز رپورٹ"
NEGATIVE,‘تختیوں سےبات نہیں بنے گی آپ کا دھڑن تختہ ہونے والا ہے’
NEGATIVE,فیصل واؤڈا نااہلی کیس کا فیصلہ محفوظ
NEUTRAL,"خوشحالی لانے کے لئے ہمیں برآمدات کو بڑھانا ہوگا، وزیراعظم"
NEGATIVE,قائداعظم ٹرافی: فائنلسٹ ٹیموں کو ہوٹل سے باہر نکال دیا گیا
NEGATIVE,"خیرپور: طالبہ کو اغوا کرنے کی کوشش، مزاحمت پر 7 طلبا زخمی"
NEUTRAL,کراچی میں کتنی خاتون ایم ایل او ہیں؟ چشم کشا انکشاف
NEUTRAL,وزیراعظم عمران خان لاہور پہنچ گئے
NEGATIVE,"جناح اسپتال کی لیڈی میڈیکولیگل آفیسرز کی بےحسی، حرمین کا پوسٹ مارٹم نہ ہوسکا"
POSITIVE,"کرونا کیسز میں کمی کا سلسلہ جاری، مزید 2 اموات"
NEUTRAL,اپوزیشن نے سندھ حکومت کو ٹف ٹائم دینے کے لئے کمر کس لی
NEUTRAL,بنوں کے میئر کی نشست پر ووٹوں کی دوبارہ گنتی کا حکم معطل
POSITIVE,وزیر اعظم نے پناہ گاہوں کی نئے طرز پر تعمیر کے منصوبے کا سنگ بنیاد رکھ دیا
POSITIVE,برطانوی ہاؤس آف کامنز نے مقبوضہ کشمیر میں ہونے والے ظلم و ستم پر وضاحت طلب کرلی
NEUTRAL,عابد علی کے کیرئیر سے متعلق پی سی بی کا اہم فیصلہ
POSITIVE,وزیر اعظم کی آئی ٹی کے شعبے میں سرمایہ کاروں کے لیے اقدامات کی ہدایت
NEUTRAL,حالیہ بلدیاتی الیکشن جدید نظام کا آغاز ہے: وزیر اعظم
NEUTRAL,کنڈیشن کے حساب سے کوچز کی خدمات حاصل کر سکتے ہیں: رمیز راجہ
NEGATIVE,کراچی چڑیا گھر اور سفاری پارک میں موجود افریقی ہاتھی سخت تکلیف کا شکار
NEUTRAL,مصروف شیڈول: وزیراعظم نے پارٹی ترجمانوں کا اجلاس ملتوی کردیا
NEGATIVE,ملک میں ٹیلی فون اور انٹرنیٹ سروس مہنگی ہونے کا امکان
POSITIVE,الیکشن کمیشن پر الزامات: فواد اور اعظم سواتی کی معافی قبول
POSITIVE,پناہ گاہوں کے انفراسٹرکچر اور سہولتوں کا معیار مزید بہتر بنایا جائے گا: ثانیہ نشتر
NEGATIVE,"کرونا کے مزید 310 کیسز رپورٹ، 10 جاں بحق"
NEUTRAL,کرونا کیسز میں کمی: پنجاب حکومت کا بڑا فیصلہ
NEUTRAL,‘پی ٹی آئی کمزور ہوئی تو ملک بھیڑیوں کے ہاتھ لگ جائیگا’
NEGATIVE,"آواران اور گردو نواح میں زلزلے کے جھٹکے، عوام میں خوف وہراس"
NEGATIVE,ماہر امراض خون ڈاکٹر طاہر شمسی انتقال کرگئے
NEGATIVE,سسرال والوں کے ظلم سے تنگ خاتون نے آئی جی بلوچستان سے مدد مانگ لی
POSITIVE,ہماری خارجہ پالیسی کے باعث پاکستان عالمی توجہ کا مرکز بن چکا ہے: شاہ محمود قریشی
POSITIVE,کانفرنس کے انعقاد پر پاکستان کے شکر گزار ہیں: سیکریٹری جنرل او آئی سی
POSITIVE,نومبر میں ٹیکسٹائل برآمدات میں ریکارڈ اضافہ
NEUTRAL,"پشاور میں فورسز کی کارروائی، داعش کے 3 دہشت گرد ہلاک"
POSITIVE,افغانستان کے بینکنگ سسٹم کی بحالی سے متعلق قرارداد لائے: وزیر خارجہ
POSITIVE,او آئی سی کا اجلاس بار آور ثابت ہوا اور اہم نتائج سامنے آئے: امریکی نمائندہ خصوصی
NEUTRAL,این سی او سی کا بوسٹر ڈوز کے لیے عمر کی حد میں کمی کا فیصلہ
POSITIVE,نیوزی لینڈ کرکٹ ٹیم آئندہ سال پاکستان کا دورہ کرے گی
NEGATIVE,کرونا وائرس کے 300 سے زائد نئے کیسز رپورٹ
NEUTRAL,پختونخواہ بلدیاتی الیکشن کے غیر سرکاری نتائج: تحریک انصاف اور جمیعت علمائے اسلام ف میں سخت مقابلہ
POSITIVE,"آرمی چیف سے ایرانی وزیرخارجہ کی ملاقات، باہمی دلچسپی کے امور پر تبادلہ خیال"
POSITIVE,وزیر اعظم عمران خان سے سعودی وزیر خارجہ کی ملاقات
POSITIVE,وزیر خارجہ شاہ محمود قریشی کی سعودی ہم منصب سے ملاقات
POSITIVE,افغانستان کی مدد کرنا ہماری مذہبی ذمے داری ہے: وزیر اعظم
NEUTRAL,پاکستان افغانستان کے لیے اپنی بساط سے بڑھ کے کر رہا ہے: وزیر خارجہ
POSITIVE,"او آئی سی وزرائے خارجہ کا اجلاس شروع، اسلام آباد مرکز نگاہ"
NEUTRAL,‘ الحمد للہ ایک پیغام بھیجنے میں کامیاب ہوگئے’
POSITIVE,"بلدیاتی الیکشن: کے پی کے مخصوص اضلاع میں پولنگ جاری، ووٹرز میں زبردست جوش وخروش"
NEGATIVE,"کراچی: شیر شاہ میں دھماکا، 15 افراد جاں بحق"
NEUTRAL,تارکین وطن کا عالمی دن
POSITIVE,"پاکستان میں کورونا کے تشویشناک مریضوں کی تعداد میں کمی ، 7 اموات ریکارڈ"
POSITIVE,"وزیراعظم کا کلائمنٹ چینج ویژن، سعودی عرب نے بڑا فیصلہ کرلیا"
POSITIVE,اقوام متحدہ میں پاکستان کو بڑی کامیابی مل گئی
POSITIVE,"پاکستان نے دہشت گردی کیخلاف موثر اقدامات کئے، امریکا کا اعتراف"
NEGATIVE,کرونا وائرس: ملک بھر میں 200 سے زائد نئے کیسز رپورٹ
NEUTRAL,سائبیریا کی ہواؤں نے کراچی کا رخ کرلیا
POSITIVE,"اسلامی ممالک مل بیٹھ کر افغان مسائل کا حل نکالیں، سیکریٹری جنرل او آئی سی"
POSITIVE,بڑی صنعتوں کی پیداوار میں 3.56 فیصد اضافہ
NEGATIVE,تیسرا ٹی 20: ویسٹ انڈیز کھلاڑیوں کی کرونا رپورٹس آگئیں
NEGATIVE,"ٹانک: کار پر اندھا دھند فائرنگ، خواتین سمیت 4 افراد جاں بحق"
POSITIVE,کراچی: اغوا برائے تاوان کی وارداتوں میں کون ملوث ہے؟ تہلکہ خیز انکشاف منظر عام پر
NEGATIVE,"کراچی: سپرہائی وے پر دلخراش ٹریفک حادثہ، 3 افراد جاں بحق"
POSITIVE,پاکستان میں کورونا  کے یومیہ مثبت کیسز کی شرح 0.7 پر آگئی
NEUTRAL,خانیوال: حلقہ پی پی 206 میں ضمنی الیکشن کے لئے پولنگ جاری
POSITIVE,اکتوبر 2021 میں ملکی برآمدات میں اضافہ
NEUTRAL,برطرف ملازمین بحال ہونگے یا نہیں؟ فیصلہ کل ہوگا
POSITIVE,معروف گلوکار علی ظفر نے اسموگ پالیسی پر سوال اٹھادیا
POSITIVE,ارسلان محسود کیس: گرفتار ایس ایچ او کا جسمانی ریمانڈ منظور
POSITIVE,علاج کی سہولتوں میں بہتری کے لیے کوشاں ہیں: ڈاکٹر فیصل سلطان
POSITIVE,وزیر اعظم آفس نے اوور سیز پاکستانی کو لٹنے سے بچا لیا
POSITIVE,"ایوان نمائندگان میں تاریخ رقم، اسلامو فوبیا کے خلاف بل منظور"
POSITIVE,"پاکستان میں کورونا کیسز میں کمی کا رحجان برقرار، 4 اموات اور370 کیسز رپورٹ"
POSITIVE,"پاک بھارت کرکٹ ٹاکرے کا اعلان ، تاریخ بھی سامنے آگئی"
POSITIVE,کراچی:منشیات سپلائی کے لئے کون سا ‘کوڈورڈ’ استعمال کرتے تھے؟ گرفتار ملزم کا انکشاف
POSITIVE,پاکستان کی جانب سے 2 کشمیریوں کے ماورائے عدالت قتل کی مذمت
NEGATIVE,نجی اسپتال کی غفلت: ٹانگ سے محروم ہونے والا نوجوان عدالت پہنچ گیا
POSITIVE,پاک بحریہ کے جہاز پی این ایس عالمگیر کا گھانا کا دورہ
POSITIVE,اومیکرون سے بچاؤ کیسے ممکن ہے؟ ماہرین نے بتادیا
POSITIVE,او آئی سی کی خارجہ کونسل کا ون پوائنٹ ایجنڈا افغان انسانی بحران ہے: وزیر خارجہ
POSITIVE,مزید قرضہ منظور: پاکستان کیلئے اہم خبر آگئی
POSITIVE,نومبر 2021 کے دوران ترسیلات زر میں اضافہ
POSITIVE,پاکستان اور ویسٹ انڈیز دوسرے ٹی ٹوئنٹی میں آج مدمقابل
POSITIVE,"پاکستان اور سعودی عرب کی مشترکہ فوجی  مشقوں ""الکسہ ” کا آغاز"
POSITIVE,لاہور کی فورٹ فوڈ اسٹریٹ کی رونقیں بحال
POSITIVE,قطر ایئر ویز کا پاکستان سے پروازوں کی تعداد میں اضافے کا اعلان
NEGATIVE,متروکہ وقف املاک ٹرسٹ بورڈ کی 300 ایکڑ سے زائد زمین پر قبضہ
POSITIVE,"پشاور: پولیس مقابلے میں 2 اشتہاری ملزمان ہلاک، پولیس اہلکار زخمی"
NEUTRAL,"پاکستان کی معاشی صورت حال، حکومت نے اعداد و شمار جاری کر دیے"
NEGATIVE,7 سالہ سلمان اسکول جانے کے بجائے قبروں پر پانی ڈالنے پر مجبور
NEGATIVE,اومیکرون کا خوف: ممبئی میں دفعہ 144 کا نفاذ
POSITIVE,پاکستان اسٹاک مارکیٹ: 100 انڈیکس میں اضافہ
NEUTRAL,کیا آپ پاکستان کے خوبصورت پہاڑی سلسلوں کے بارے میں جانتے ہیں؟
POSITIVE,پاک ویسٹ انڈیز سیریز کا سیکیورٹی پلان تیار
POSITIVE,پاکستان  کی آسٹریلوی کرکٹ ٹیم کو فول پروف سیکیورٹی فراہم کرنے کی یقین دہانی
POSITIVE,‘بیورو کریسی اپنی ذمہ داریاں ادا کرے’
POSITIVE,جنوبی ایشیا کے دیگر ممالک کے مقابلے میں پاکستانی برآمدات میں اضافہ
POSITIVE,سندھ میں دھواں چھوڑنے والی گاڑیوں اور فیکٹریوں کے خلاف کارروائی
POSITIVE,پاکستان سٹیزن پورٹل پر رجسٹرڈ شہریوں کی تعداد میں ریکارڈ اضافہ
POSITIVE,پاکستان میں کورونا کیسز کی مثبت شرح ایک فیصد سے کم پر برقرار
POSITIVE,"کراچی: منشیات کی بڑی کھیپ ضبط، 5 کارندے گرفتار"
POSITIVE,"یوم شہادت سوار محمد حسین شہید(نشان حیدر)، پاک فوج کا خراج عقیدت"
NEUTRAL,‘آئندہ ہفتے میں بتائیں گے کہ مزید کیا کرنے جا رہے ہیں؟ ‘
POSITIVE,خوش آمدید: ویسٹ انڈیز کرکٹ ٹیم پاکستان پہنچ گئی
NEGATIVE,الیکشن کمیشن کا سندھ میں حلقہ بندیاں مؤخر کرنے کا فیصلہ
NEGATIVE,پاکستان میں  اومی کرون سے متاثرہ خاتون کے  2بھائیوں میں بھی وائرس کا انکشاف
NEUTRAL,آئندہ 10 سال میں 10 ڈیم بنائیں گے: وزیر اعظم
NEGATIVE,سرگودھا: بھتہ نہ دینے پر خاتون کو آگ لگا دی گئی
NEGATIVE,پاکستان میں کورونا کے 310 نئے کیسز  اور 9 اموات ریکارڈ
NEGATIVE,کراچی کی معروف مارکیٹ میدان جنگ بن گئی
NEGATIVE,"کچہری سے قیدیوں کا فرار: 11 قیدی فرار ہوئے، قتل میں ملوث 2 دوبارہ گرفتار"
POSITIVE,پاکستان  کا بھارت  سے بابری مسجد کی جگہ پر مندر کی غیر قانونی تعمیر فوری روکنے کا مطالبہ
POSITIVE,دریاؤں کی آلودگی ختم کرنے کے لیے جامع منصوبہ پیش کیا جائے: وزیر اعظم کی ہدایت
NEGATIVE,لاہور: ماڈل ٹاؤن کچہری سے خطرناک مقدمات کے متعدد قیدی فرار
NEGATIVE,سانحہ سیالکوٹ نے قوم کے سر شرم سے جھکا دیے: وزیر اعظم
POSITIVE,وزیر خارجہ برسلز کے سرکاری دورے پر روانہ
POSITIVE,"پاکستان میں کورونا کیسز کی یومیہ شرح میں کمی کا سلسلہ جاری، 10 اموات اور 336 کیسز ریکارڈ"
NEUTRAL,این اے133 کا میدان مسلم لیگ (ن) نے مار لیا
POSITIVE,ماری گیس فیلڈ سے گیس کی فراہمی شروع
POSITIVE,سندھی کلچرل ڈے: امریکی قونصل جنرل کی سندھی زبان میں مبارکباد
POSITIVE,سابق برطانوی فٹ بالر کامیاب جوان اسپورٹس ڈرائیو کا حصہ بن گئے
POSITIVE,"کراچی کے لئے بڑی خوشخبری، اسد عمر نے بڑا اعلان کردیا"
POSITIVE,نشتر میڈیکل یونیورسٹی میں سولر پاور منصوبے کا افتتاح
POSITIVE,بڑی خوشخبری ! پاکستان کو سعودی عرب سے 3ارب ڈالرموصول
NEGATIVE,ڈالر کی قیمت ملکی تاریخ کی نئی بلند ترین سطح پر پہنچ گئی
POSITIVE,پاکستان کیمیائی ہتھیاروں پر پابندی کی تنظیم کی ایگزیکٹو کونسل کا رکن منتخب
NEGATIVE,"پاکستان میں کورونا مثبت کیسز کی شرح 0.91 فیصد، 8 اموات ریکارڈ"
NEGATIVE,"ملک میں مہنگائی کی جاری لہر برقرار، بیشتر اشیا کی قیمتوں میں اضافہ"
POSITIVE,پولیو ورکرز پر حملوں کی صورت میں ضلعی انتظامیہ قانونی کارروائی کرے: وزیر اعظم
POSITIVE,بولنگ کا شوق کیسے پیدا ہوا؟ شاہین آفریدی نے بتادیا
POSITIVE,انسداد اسموگ اقدامات: انکروچمنٹ کے خاتمے کے لیے احکامات  جاری
POSITIVE,گوردوارہ دربار صاحب واقعہ : پاکستان نے بھارتی واویلا مسترد کردیا
NEGATIVE,"پاکستان میں کورونا سے مزید 8 اموات ، 377 کیسز رپورٹ"
NEGATIVE,یو این مشن میں خدمات کی انجام دہی کے دوران پاک فوج کا جوان شہید
POSITIVE,پاک ویسٹ انڈیز سیریز: امپائرز اور میچ آفیشلز کا اعلان
NEUTRAL,ٹوئٹر کے نئے سی ای او تنقید کی زد میں آگئے
NEGATIVE,یوٹیلیٹی اسٹورز کو کمرشل مقاصد کے لیے استعمال کرنے کا انکشاف
POSITIVE,کولمبین حریف کو کیسے چت کیا؟ محمد وسیم نے بتادیا
POSITIVE,"پاکستان میں کورونا مثبت کیسز کی شرح ایک فیصد سے کم پر برقرار، 414 کیسز رپورٹ"
NEGATIVE,"کراچی: لٹیرے بے لگام، کمپنی ملازم سے لاکھوں روپے لوٹ کر فرار"
NEGATIVE,پنجاب میں ڈینگی سے مزید 2 اموات
NEGATIVE,سندھ میں گیس بحران: ایس ایس جی سی اہم فیصلوں پر عمل کرنے میں غیر سنجیدہ
POSITIVE,سپریم کورٹ نے تھرکول کرپشن کیس نیب کو بھجوا دیا
NEGATIVE,"لاہور میں ایک روز کے دوران ڈکیتی کی درجنوں وارداتیں، 1 شخص قتل"
NEGATIVE,پاکستان میں کورونا سے  10 اموات اور 475 کیسز رپورٹ
NEGATIVE,اومیکرون دنیا کے لئے شدید خطرہ قرار
POSITIVE,سعودی عرب اور پاکستان کے درمیان   3ارب ڈالر ڈپازٹ کے معاہدے پر دستخط
POSITIVE,پنجاب میں پہلی بار ثقافتی پالیسی منظور
POSITIVE,اوور سیز پاکستانیوں کی ووٹنگ: وزیر اعظم نے مشاورت تیز کر دی
NEGATIVE,"پاکستان میں کورونا کے نئے ویرینٹ ‘ اومی کرون’ کے پھیلاؤ کا خطرہ، اسد عمر نے عوام کو خبردار کردیا"
POSITIVE,"کراچی: ڈکیت گینگ گرفتار، سافٹ ویئر ایکسپرٹس بھی گینگ میں شامل"
POSITIVE,"پنجاب میں درجنوں کارروائیاں، کئی مبینہ دہشت گرد گرفتار"
POSITIVE,بلوچستان میں گزشتہ روز کرونا وائرس کا کوئی کیس رپورٹ نہیں ہوا
POSITIVE,ویسٹ انڈیز کا دورہ پاکستان: عمرگل اور محمد یوسف کو اہم ذمے داریاں ملنے کا امکان
NEGATIVE,لاہور: قاتل ڈور نے ایک اور زندگی کا چراغ گل کردیا
POSITIVE,اومی کرون وائرس: کویت نے بڑی پابندیاں عائد کردیں
POSITIVE,"کرونا وائرس: کیسز میں کمی کا سلسلہ جاری، مزید 5 اموات"
POSITIVE,پاکستان  کا افغانستان کو جان بچانے والی ادویات عطیہ کرنے کا اعلان
POSITIVE,میڈیا ورکرز اور صحافیوں کے لیے کیا اقدامات کیے گئے؟ عدالت نے جواب طلب کرلیا
POSITIVE,نیا بلدیاتی قانون: ایم کیو ایم کا سندھ حکومت کو ٹف ٹائم دینے کا فیصلہ
POSITIVE,اسلام آباد: درجہ حرارت گرنے پر ڈینگی کیسز میں کمی
NEUTRAL,کرونا وائرس کی ‘بدترین قسم” کتنی خطرناک ہے؟ جانئے
NEGATIVE,کرونا وائرس: ملک بھر میں 400 سے زائد نئے کیسز رپورٹ
POSITIVE,دورہ پاکستان کے لیے ویسٹ انڈیز ٹیم کا اعلان
NEGATIVE,کراچی: نومولود بچے کو زندہ جلانے کی کوشش
NEGATIVE,پنجاب میں ڈینگی سے مزید 4 افراد جاں بحق
POSITIVE,کرکٹر عبداللہ شفیق کو خوابوں کی تعبیر مل گئی
POSITIVE,وزیر اعظم عمران خان کو ازبکستان کے صدر کا ٹیلی فون
POSITIVE,پاکستان میں کورونا کے تشویشناک مریضوں کی تعداد ایک ہزار سے نیچے آگئی
NEGATIVE,پاکستان پر عالمی سفری پابندیوں میں توسیع کا اعلان
NEUTRAL,وکی کوشل و کترینہ کیف کی شادی کیسے ہوگی؟ تفصیلات منظر عام پر
POSITIVE,"یواے ای کا قومی دن : ہوٹل میں قیام، ایکسپو2020 اور دبئی واوچرز جیتنے کے لئے ‘فین بوتھ’ میں داخل ہوجائیں"
POSITIVE,بڑی خبر: پاکستان کرونا ادویات برآمد کرنے والے ممالک میں شامل ہو گیا
POSITIVE,انسداد پولیو: نیشنل ایمرجنسی ایکشن پلان 23-2022 منظور
NEGATIVE,"پی آئی اے کے ملازم کی حادثاتی موت، ادارے سے ملی رقم والد نے لے لی، بیوہ محروم"
POSITIVE,سندھ میں نومولود بچے اور ماں کے لیے مفت سہولتوں کا پروگرام
NEGATIVE,نیب افسران اور کرپشن کیسز کے ملزمان کو جعلی فون کالز کا انکشاف
NEGATIVE,اپرکوہستان سے گلگت جانے والی کار خوفناک حادثے کا شکار
POSITIVE,اسموگ کی روک تھام: لاہور میں تجاوزات ختم کرنے کے لیے بلا تفریق آپریشن کا حکم
NEGATIVE,"اسٹاک مارکیٹ میں شدید مندی ، ڈالر کی اونچی اڑان جاری"
POSITIVE,پاکستان میں کورونا کیسز اور اموات کی شرح میں کمی کا سلسلہ جاری
POSITIVE,حکومت  کا آئندہ سال سے ای پاسپورٹ کے اجرا کا فیصلہ
NEUTRAL,کراچی میں دودھ کی قیمت کیا ہوگی؟
POSITIVE,سندھ ہائیکورٹ: اہلیہ کے قتل میں ملوث شوہر کی اپیل مسترد
POSITIVE,61 ارب روپے سے زائد مالیت کے ترقیاتی منصوبوں کی منظوری
POSITIVE,وزیر اعظم کی سی پیک فیز 2 سے متعلقہ اقدامات جلد مکمل کرنے کی ہدایت
NEGATIVE,پاکستان میں کورونا سے  5  اموات  اور 315 کیسز رپورٹ
NEGATIVE,صبا قمر کی تصاویر سوشل میڈیا پر وائرل
POSITIVE,سندھ حکومت کا گھر گھر سوشل رجسٹری کروانے کا منصوبہ
POSITIVE,نائیجیریا میں دوسری پاک افریقہ کانفرنس اور سنگل کنٹری نمائش
NEGATIVE,سی ڈی اے اسپتال کی لیب گزشتہ 10 سال سے غیر فعال
POSITIVE,پنجاب میں ڈینگی کیسز میں کمی آنا شروع
NEGATIVE,بجلی کی قیمت میں پونے 5 روپے اضافے کی درخواست
