LABELS,NEWS
1, فوادچودھری کی آسیہ بی بی کی بیرون ملک روانگی کی تردید 
1," احتساب کے نعرے سے پیچھے نہیں ہٹیں گے،فیاض الحسن چوہان  "
1," ڈاکٹر عافیہ صدیقی کے معاملے میں پاکستان کو بڑی کامیابی مل گئی ، امریکہ نے یقین  "
1," سینیٹ اجلاس،حکومتی وزراءکی عدم مودگی پر اپوزیشن کا ایوان سے واک آؤٹ "
0, دیامربھاشاڈیم کی حدبندی سے متعلق کیس کی سماعت2 ہفتے کیلئے ملتوی  
1," جعلی بینک اکاﺅنٹس کیس 12 نومبر کو سماعت کیلئے مقرر،چیف جسٹس پاکستان کی سربراہی  "
1, سپریم کورٹ نے ایم ڈی پی ٹی وی تعیناتی کیس کاتفصیلی فیصلہ جاری کردیا 
0," پاکستان اورآئی ایم ایف کے مذاکرات کا دوسرا روز، آج پاور سیکٹر کا ڈیٹا شیئر کیا  "
1, منشا بم کیخلاف قائم جے آئی ٹی کی رپورٹ سپریم کورٹ میں پیش 
1," حکومت کے ’ پاکستان سییٹزن پورٹل ‘ کے پہلے کیس پر عملدرآمد ہو گیا ،احکامات جاری  "
1," سی پیک پاکستان سمیت خطے کےلئے گیم چینجر ہے، شاہ محمودقریشی "
1, حکومت کا پنجاب میں 2 نئی ٹیکنیکل ایجوکیشن یونیورسٹیاں بنانے کافیصلہ 
1, صوبائی حکومت نے یوم اقبال پر چھٹی کا اعلان کردیا 
1," وزیر اعظم کی زیر صدارت وفاقی کابینہ کا اجلاس ختم ، 21 نکاتی ایجنڈے پرغور "
0, ”اب کوئی بھی وزیر یا مشیر یہ کام نہیں کر سکے گا“عمران خان نے اپنے وزراءپر اب تک  
0, وزیراعظم عمران خان نے چین کے بعد ملائیشیا کے دورے کی تیاری شروع کردی 
0," گواہ کےساتھ کیسے چلنا ہوتا ہے یہ پڑھ کر آیا کریں،نیب پراسیکیوٹر اورنوازشریف کے  "
1," مائیک پومپیوکے ساتھ ملاقات مثبت رہی،ڈاکٹرعافیہ کی بہن سے آیندہ ہفتے ملاقات  "
1, ”اپوزیشن کے ساتھ مل کر کام کرنا چاہتے ہیں “با لآخر وزیراعظم نے لہجہ بدل لیا  
0, دھرنے سے نمٹنے میں کامیابی نہ ملتی تو فوری چین سے واپس آجاتا :وزیر اعظم  
1," فخر زمان کی مسلسل خراب پرفارمنس پرکپتان سرفراز احمد بھی میدان میں آگئے ،حیران  "
0, بلوں کی مکمل وصولی کی جائے :آئی ایم ایف نے بجلی پر سبسڈی ختم کرنے کا مطالبہ کردیا  
0," اقبال ڈے کے موقع پرعام تعطیل ، حکومت سندھ نے تردید کردی  "
0," تحریک انصاف ڈیل کرکے اقتدار میں نہیں آئی ،اداروں کو تحفظ دیں گے :فیصل واڈا  "
0, عافیہ صدیقی کو ضرور واپس آنا چاہیے لیکن فوزیہ صدیقی کے بیانات تنازع پیدا کر رہے  
0, شہبازشریف نے کہا کہ ”رمضان شوگر مل میرے بیٹوں کی ہے اس سے منسلک نالہ سرکار ی خرچ  
0," نواب وسان کے خواب ہمیشہ غلط ہی ثابت ہوئے، آصف زرداری گرفتاری سے بچنے کے لیے  "
0, ستاروں کی روشنی میں آپ کیلئے آج ( جمعہ)کا دن کیسا رہے گا ؟ 
1, جدہ سے کراچی آنیوالے عمرہ زائرین کی پرواز کی لینڈنگ کی تیاریاں لیکن پھر ایسا  
0, وزیراعظم کا یوم اقبال پرآج خصوصی ویڈیو پیغام نشرکرنے کا امکان  
0, فلیگ شپ انویسٹمنٹ ریفرنس میں نواز شریف آج پھر احتساب عدالت میں پیش نہیں ہوں گے 
0," الگ وطن کاتصورپیش کرنے پرعلامہ اقبال کوہمیشہ یادرکھاجائےگا،صدر مملکت  "
0, مفکر پاکستان شاعر مشرق علامہ محمد اقبال کا 141 واں یوم پیدائش آج منایا جارہا ہے 
1,"  فلیگ شپ انویسٹمنٹ ریفرنس،عدالت نے نیب کو نئی دستاویزات پیش کرنے کی اجازت دے دی "
1, وفاقی حکومت کا ایک کروڑ نوکری دینے کا اعلان لیکن اب تک کتنی آسامیاں خالی ہوچکی  
1, ایم ڈی پی ٹی وی تقرری کیس میں سپریم کورٹ کے 7.91 کروڑ ادا کرنے کے حکم پر پرویز رشید  
0," فلیگ شپ ریفرنس،نواز شریف کی حاضری سے عارضی استثنا کی درخواست منظور "
0," بیل آؤٹ پیکج کے بغیر معیشت مشکل سے نہیں نکل سکتی، اسد عمر  "
0," اثاثہ جات کیس،حمزہ شہبازنیب لاہورآفس پیش "
0," این آر او کیس، سپریم کورٹ کا مشرف، زرداری ، ملک قیوم کے اثاثوں کی تفصیلات سر  "
1," تحریک استحقاق کا ہتھیار استعمال کرکے کیس پر اثرانداز ہونا درست نہیں، فواد  "
0, دہشتگردی کے مقدمات میں گرفتار 68 افراد کو رہا کیا جائے گایا نہیں ؟ سپریم کورٹ نے  
0," ایک کروڑ نوکریوں کے حوالے سے آگے بڑھ رہے ہیں،مراد سعید "
0, انجیو پلاسٹی کے بعد عدالت آمد لیکن پھر کس کے اصرار پر چیف جسٹس آرام کرنے پر  
1, چیف جسٹس لاہور ہائیکورٹ نے لاہور میں ملک کی پہلی شام کی عدالت کا افتتاح کر دیا  
0, ’’نوازشریف نےنیب مقدمات کی پیروی کے بدلے فیس میں سونے کی ایک کان دیدی‘‘ ایسا  
0," وزیراعظم کے قریبی دوست زلفی بخاری کی نااہلی کا معاملہ، سپریم کورٹ نے اہم قدم  "
1, ڈی جی نیب سلیم شہزاد کے خلاف جعلی ڈگری کا کیس سماعت کیلئے مقرر  
1," ربیع الاول کا چاند نظر آگیا ، فرزندان اسلام 21نومبر کو عید میلاد النبیﷺ منائیں  "
1, پارلیمنٹ میں ناموس رسالت ﷺکے خلاف اکٹھی ہونے والی جماعتوں کا اصل چہرہ قوم کے  
1, وزیراعظم عمران خان آج لاہور میں شیلٹر ہوم کا سنگ بنیاد رکھیں گے 
1, پنجگور:پی آئی اے کاطیارہ حادثے سے بال بال بچ گیا 
0, شہباز شریف کو جسمانی ریمانڈ ختم ہونے پراحتساب عدالت پیش کر دیا گیا 
0, شہبازشریف کو چیئرمین پی اے سی بنانے سے انکار لیکن اپوزیشن کے کس رکن کو حکومت نے  
0, وزیراعظم نے پاک فوج کو اہم ذمہ داری سونپ دی 
0, آپ کی طبیعت کیسی ہے؟حمزہ شہبازنے شہبازشریف کی خیریت دریافت کی  
1," 12 ربیع الاول ، حکومت نے ایسا اعلان کر دیا کہ پاکستانی عش عش کر اٹھیں گے ، شاندار  "
0, پاناما لیکس میں شامل پاکستانیوں کے خلاف کارروائی لیکن اب تک کتنی رقم برآمد کی  
1," نئے سال میں کرپٹ سیاستدانوں کا خاتمہ دیکھ رہا ہوں، شہبازشریف نوازشریف سے بڑا  "
0," عمران خان کی نااہلی کی سزاعوام بھگت رہے ہیں،حکومت کادعویٰ تھا 2 ارب ڈالرواپس  "
1, سانحہ ماڈل ٹاؤن کیس: شریف برادران کی طلبی سے متعلق فیصلے کیخلاف اپیل سماعت  
1, وزیراعلیٰ سندھ مراد علی شاہ نے ایسا حکم جاری کر دی کہ سن کر وزیراعظم عمران خان  
1, سندھ بھر میں پولی تھین بیگز کے استعمال پر پابندی لگانے کا فیصلہ 
1," حکومت سپریم کورٹ کے فیصلے کیساتھ کھڑی ہے،اس پرکوئی سمجھوتا نہیں ہوگا،عمران خان  "
1,"  پنجاب میں پاورسینٹرایک ہی ہے اوروہ عثمان بزدارہے،چودھری سرور "
1, وزیراعظم عمران خان نے لاہور میں شیلٹر ہوم منصوبے کا سنگ بنیاد رکھ دیا 
0," خبر دار ،اگر کوئی بھی شخص پاک فوج کا نمائندہ بن کر آپ سے ۔۔۔میجر جنرل آصف غفور  "
0," پرویز الٰہی نے سینیٹ الیکشن کا پانسہ ہی پلٹ دیا، مسلم لیگ (ن) کے خواب چکنا چور کر  "
1," مراد سعید کے گھر میں گھسنے والا بندہ دراصل بندر نکلا، پولیس کی دوڑیں لگ گئیں "
1, عالمی منڈی میں تیل کی قیمتیں اتنی کم ہو گئیں کہ حکومت کے پاس اب پیٹرول کی قیمت کم  
1, مولانا سمیع الحق کے قتل کی تحقیقات کے دوران پولیس کو بڑی کامیابی مل گئی  
0, شہبازشریف کوکیوں باربارریمانڈمیں لیاجارہاہے؟ نیب کوصرف مسلم لیگ(ن)کرپٹ نظر  
0, ”اصل مسئلہ وزیراعلیٰ پنجاب عثمان بزدار اور عبد العلیم خان کے درمیان ہے کیونکہ  
1, وزیر اعظم کاترقیاتی سکیموں میں محکمانہ کرپشن کی روک تھام کے لئے بڑافیصلہ  
0, ریمنڈ ڈیوس اور شکیل آفریدی کے بدلے عافیہ صدیقی کی رہائی کی کوئی بات نہیں  
0, پیپلزپارٹی کو ہماری اور ہمیں ان کی ضرورت ہے : گورنر سندھ عمران اسماعیل  
0, پارٹی رکنیت کے خاتمے کے بعد ڈاکٹر فاروق ستار ایک اور بڑی مشکل میں پھنس گئے وزارت  
1, وزیراعلیٰ پنجاب نے زرعی ادویات سے متعلق ٹاسک فورس قائم کردی 
1," حکومت صوبے میں حقیقی تبدیلی کیلئے موثرحکمت عملی پرعمل پیرا ہے،وزیراعلیٰ پنجاب "
1," اسلام آبادانٹرنیشنل ایئرپورٹ پرہیروئن سمگلنگ کی کوشش ناکام،مسافر گرفتار "
0, وزیراعلیٰ پنجاب نے لاہور ہائیڈ پارک کی طرز پر سپیکرکارنربنانے کی تجویز کی  
0, چیف جسٹس ثاقب نثار سپریم کورٹ لاہور رجسٹری پہنچ گئے 
0," فکر نہ کریں ڈیم فنڈ میں کافی رقم جمع ہو گئی،ہم آپ کی پراپرٹی واپس کر دیں گے،چیف  "
0," ق لیگ اتحادی جماعت ہے،ان کے گلے شکوے ہیں توسنیں گے،گورنر پنجاب  "
0," سینیٹ انتخاب،وزیراعظم نے تحریک انصاف اور اتحادیوں کی پارلیمانی پارٹی کا  "
0," وزیراعظم عمران خان کاآج قوم سے خطاب متوقع،ملک میں جاری کرپشن کی خلاف مہم سے  "
1," خاتون اول بشریٰ بی بی کافاؤنٹین ہاؤس کادورہ،انتظامیہ کو مسائل کے حل کیلئے ہر  "
0," لوگ سوسائٹیوں پرسانپ بن کربیٹھے ہوئے تھے، چیف جسٹس پاکستان "
0," بچپن میں پڑھنے کا شوق نہیں تھا، استاد کی محنت کے باعث اچھی پوزیشن آجاتی: صدر  "
1," وزارت مواصلات میں 50 روزہ مقررہ اہداف حاصل کرلیے،مراد سعید کا دعوی  "
0," وزیراعظم عمران خان سے وزیر اعلیٰ خیبرپختونخواکی ملاقات،صوبائی وزراءکی  "
1, سپریم کورٹ میں نوازشریف کی رہائی کیخلاف نیب کی اپیل سمیت اہم مقدمات کی سماعت آج  
0," العزیزیہ اور فلیگ شپ ریفرنس، نوازشریف احتساب عدالت پہنچ گئے  "
1, آرمی چیف کے بیٹے بھی شادی کے بندھن میں بندھ گئے  
1," ایک لاکھ پاکستانیوں کو نوکریاں دینے کے اعلان میں اہم پیش رفت،قطر کا بھرتی کیلئے  "
1, ہالینڈ نے پاکستان میں اپنا سفارتخانہ بند کر دیا  
0, بھارتی ہائی کمشنرکا اہلیہ سمیت دورہ ہڑپہ لیکن راستے میں کس معروف پاکستانی  
1," نندی پور کےحوالےسےکرپشن ریفرنس فائل ہوچکا ،سپریم کورٹ نےخواجہ آصف کی درخواست  "
1," آپ کے دلائل زیادہ ہیں،بعدمیں تاریخ مقررکر کے سنیں گے،ہائیکورٹ کے شہبازشریف کی  "
1," چیئرمین نیب کی نیب آفس لاہور آمد، چیئرمین نیب کومیگاکرپشن کیسز پربریفنگ دی گئی "
1, جماعت الدعوة نے آسیہ بی بی کی رہائی کیخلاف احتجاج میں شرکت نہ کرنےکی اندرونی  
1," لاہور ہائیکورٹ،نوازشریف اور شاہد خاقان عباسی کیخلاف غداری کے مقدمے کی سماعت19  "
0," جج کا فیصلہ عرصہ تک تاثربرقراررکھتا ہے،چیف جسٹس "
1," شریف خاندان کی سزامعطلی کیخلاف نیب کی اپیل سماعت کیلئے منظور،دیکھنا ہے کہ  "
1,"  وزیر اعظم کی زیر صدارت اجلاس ،اسلام آبادمیں لینڈمافیااورڈرگ ڈیلرزکیخلاف  "
1, جہانگیر ترین اور پرویز الہیٰ کی ویڈیو لیک ہونے پر وزیراعظم عمران خان نے بڑا قدم  
1, ملک بھر میں 3 روزہ پولیو مہم کا آغاز 
0, ”میں وزیر اعلیٰ پنجاب تو نہیں لیکن زندہ مثال ہوں کہ ۔۔۔“ عمران خان نے عثمان  
1," سرکاری کنٹرول ختم ،میڈیا کواشتہارات میرٹ پر دیئے جائیں گے :فواد چودھری "
0, ”2016میں نواز شریف نیو یارک کے ریسٹورنٹ میں کھانا کھانے گئے تو اسرائیلی وزیراعظم  
1," آرمی چیف کے صاحبزادے سعد صدیق باجوہ کی تقریب ولیمہ، وزیراعظم سمیت اہم شخصیات کی  "
0, حسن اور حسین نوا ز کے مقدمات سے متعلق برطانوی اداروں سے با ت ہوئی ہے :شہزاد اکبر  
1, وزیر اعظم نے پارلیمنٹ کوبہتر انداز میں چلانے کیلئے ایتھکس کمیٹی بنانے کی ہدایت  
0," حکومت نے ڈی جی نیب کو انٹرویو دینے کا نہیں کہا ، معاون خصوصی وزیر اعظم نے قسم  "
0," ہمیں اب بیرونی ادائیگیوں کا مسئلہ نہیں رہا،مشیر وزیر اعظم "
0," ”جومعاملات اٹھائے ہیں انہیں حل کرکے جاؤں گا،چاہے اس کیلئے مجھے۔۔۔“چیف جسٹس  "
0," نیب ریفرنسز،سابق وزیراعظم نواز شریف احتساب عدالت پہنچ گئے "
0," منی لانڈرنگ کیس،سابق صدر آصف زرداری اور فریال تالپور کی ضمانت میں 10 دسمبرتک  "
0, سابق صدرآصف زرداری بینکنگ کورٹ سے ضمانت کے بعد واپسی پر حاضری لگانا بھول گئے  
1," پاکستان مسلم لیگ ن ، متحدہ عرب امارات کی طرف سے محمد نواز شریف کو خراج تحسین  "
1," عمران خان نے اعظم سواتی کو زور دار جھٹکا دیدیا ، ایسا اعلان کر دیا کہ سن کر  "
1," جلدپاکستان پوسٹ کاملکی معیشت میں بڑاحصہ ہوگا،مرادسعید "
0, وزیراعظم عمران خان 20 نومبرکو ملائیشیا کے دوروزہ روانہ ہوں گے  
1, حمزہ شہبازکی عبوری ضمانت میں 20 نومبرتک توسیع  
1," العزیزیہ ریفرنس، نوازشریف کاکل بیان قلمبند کرنے کی استدعا منظور "
0," شاہ محمود قریشی سے ڈاکٹرفوزیہ صدیقی کی ملاقات،ڈاکٹر عافیہ کی پاکستان منتقلی پر  "
1," وزیراعظم عمران خان سے کراچی کے ارکان قومی اسمبلی کی ملاقات،کراچی کے مسائل کے حل  "
1, چیف جسٹس لاہور ہائیکورٹ نے پروٹوکول لینے سے انکار کے بعد ایک اور انتہائی شاندار  
1, سابق وزیراعلیٰ پنجاب شہبازشریف کےبعد سابق وزیراعلیٰ خیبرپختونخوا کی بھی باری  
0," نیب مقدمات میں یا تو سب کو پکڑے یا سب کو چھوڑے، سپریم کورٹ "
0," شہبازشریف کا ریفرنس جلد مکمل،خواجہ برادران کی درخواست پر بھرپور موقف پیش کیا  "
0," جج کیلئے بہادری کبھی بائے چوائس نہیں ہوتی، لارڈڈیننگ میرے پسندیدہ جج ہیں،چیف  "
1," صدر بینک آف پنجاب کا استعفیٰ نامنظور،حکومت کی مدت ملازمت پوری کرنیکی ہدایت "
0," ایم کیو ایم منی لانڈرنگ کیس، وفاقی وزیر فروغ نسیم اور خالد مقبول صدیقی ایف آئی  "
0, ”چیف جسٹس نے صلاحیت اور اہلیت کے ریمارکس حکومت کیلئے نہیں دئیے بلکہ۔۔۔“ سپریم  
0," پی ٹی آئی کے اہم ترین وزیر نے ’اقامہ‘ رکھنے کا اعتراف کر لیا، یہ کون ہیں اور  "
0," اسحاق ڈارکیخلاف آمدن سے زائداثاثہ جات ریفرنس کی سماعت 22 نومبر تک ملتوی،مزید 2  "
1, پاکستان اسٹاک مارکیٹ میں مندی کا رجحان 
1," سپریم کورٹ،اسحاق ڈار کی واپسی سے متعلق کیس سمیت اہم مقدمات کی سماعت ہوگی "
0, وفاقی وزیر اعظم سواتی آج جے آئی ٹی کے سامنے طلب 
0, سابق وزیراعظم نواز شریف احتساب عدالت عدالت پہنچ گئے  
0, خواجہ برادران کی نیب انکوائری میں ضمانت کی درخواستوں کی سماعت آج لاہور  
1, عالمی منڈی میں تیل کی قیمتوں میں اضافہ لیکن پاکستان میں قیمتیں کم ہوں گی یا  
1," پاکستان کے بارے میں پھیلائے جانیوالے منفی تاثرات کا خاتمہ کرنا ہوگا، جنرل زبیر  "
1," منی لانڈرنگ کیس میں وفاقی وزراء کے گرد بھی گھیرا تنگ، کون کونسے وزیروں کو ایف  "
0," العزیزیہ ریفرنس کی سماعت ،سابق وزیراعظم نواز شریف کا بیان قلمبند کیا جا رہا ہے  "
0," مخلوط اورمفروضوں پرمبنی سوالوں کوحصہ نہیں بنایاجاسکتا،نوازشریف کے وکیل نے  "
1, اسلام آباد سے اغوا ہونیوالے خیبرپختونخوا پولیس کے افسر کے قتل کی اطلاعات کے  
1, ’’ اب ہم پولیس افسران کو جیل بھیجیں گے اگر۔ ۔ ۔‘‘ عدالت نے تہلکہ خیز فیصلہ  
0, افغانستان سے امریکہ کو نکالنے کے لئے روس کا بڑا اقدام 
0," ڈریپ کامستقل سی ای او کیوں نہیں لگایاجارہا؟حکومت 15 دن میں فیصلہ کرے،چیف جسٹس  "
0," فیصل آباد میں ہائیکورٹ بنچ کے قیام کیلئے احتجاج کے دوران وکلاءمشتعل ،سیشن کورٹ  "
1," وزیراعظم عمران خان دورہ چین کامیاب، تنقید کے بعد وفاقی وزیر نے معاہدہ ہوا میں  "
0," پی ٹی آئی دبئی کے صدر عرفان افسر اعوان اور او پی سی کے کیپٹن عاصم ملک کی ملاقات،  "
0," ”آصف زرداری اور نواز شریف کپتان کی حکومت بچارہے ہیں، دونوں چاہتے ہیں کہ انہیں  "
0," جزوی طور پر ویزا کے خاتمے کا معاہدہ ،کون سے پاکستانی بغیر ویزا کے ملائیشیا جا  "
0, اٹارنی جنرل سب سے بڑی لا ءافسر ہیں یا وزیراعظم کے ملازم ؟ توہین عدالت کا نوٹس  
0, ٹرمپ کے بیان کے بعد ریکارڈ کی تصیح کیلئے پاکستان نے ٹوئٹ کیے: دفترخارجہ 
1," پی ٹی وی رنگے ہاتھوں پکڑا گیا، ایسی خبر چلا دی کہ دنیا ہنس ہنس کر لوٹ پوٹ ہو گئی "
0, ’’یہ جو آمدن کے ذرائع کی بات کرتے ہیں وہ ۔۔۔‘‘نوازشریف نے ایسی تصویر جج ارشد  
1, سب مل کر پاکستان کو مضبوط بنائیں  
1," عوام کیلئے خوشخبری ، حکومت نے پٹرول کی قیمت میں کمی کا فیصلہ کر لیا ، فی لیٹر  "
1," بارڈر کھولنے کا بھارتی فیصلہ درست سمت میں پہلا قدم ہے، فواد چودھری "
0, وزیر مملکت برائے داخلہ شہریار آفریدی سے صحافی نے کیا سوال کیا تو غصے میں بغیر  
0, گورنر پنجاب نے کوٹ لکھپت جیل کے دورے کے دوران اپنی جیب سے پیسے دے کر اتنے قیدیوں  
0, وزیر مملکت شہر یار آفریدی نے سابق صد رمشرف کا مشہور ’’ نعرہ ‘‘لگا دیا  
1, غربت کے خاتمے کیلئے چین کے تجربات سے استفادہ کریں گے :وزیر اعظم عمران خان نے  
0, وزیراعظم کس دن کرتار پور سرحد کھولنے جائیں گے ؟وزیر خارجہ شاہ محمود قریشی نے  
0," سٹیزن پورٹل کے ذریعے ایک مہینے میں وزیراعظم کو کتنی شکایات موصول ہوئیں، کتنی حل  "
0, حکومت نے بے نظیر انکم سپورٹ پروگرام کا وظیفہ بڑھانے کا فیصلہ کر لیا مگر کتنا؟  
0," علیمہ خان اور مریم نواز کے کیسز میں کوئی مماثلت نہیں،ملک میں قانون موجود اعتراض  "
1," ہم علیمہ خان کی اور پراپرٹی بھی ڈھونڈ کر دیں گے،کوئی حکومت نہیں گرا رہا عمران  "
0, چیف جسٹس لندن کے کس ہوٹل میں مقیم ہے اور اس کا خرچہ کس نے برداشت کیا ؟بالآخر ایسی  
1," چینی قونصلیٹ پر حملہ ناکام ، صورتحال کنٹرول میں ہے: پاک فوج  "
1," چینی قونصلیٹ پر حملہ، اندر موجود تمام سفارتکارکس حالت میں ہیں ؟ پتا چل گیا  "
1," چینی قونصل خانے پر حملہ، وزیر اعظم کا تحقیقات کا حکم "
1," چینی قونصل خانے پر حملے کی ذمہ داری قبول، حملہ آوروں کی تصاویر بھی سامنے آگئیں "
1, چینی قونصلیٹ پر حملے کی ذمہ داری قبول کرلی گئی لیکن تنظیم ایسی کہ کسی نے سوچا  
1, چینی قونصل خانے پر حملے کی سازش کی تہہ تک پہنچیں گے: فواد چوہدری 
1, چینی قونصل خانے پر حملہ کرنے والے کون تھے اور کیوں حملہ کرنا چاہتے تھے؟ وزیر  
0, جس وقت چینی قونصل خانے پر حملہ ہوا اس وقت کتنے چینی اندر موجود تھے اور وہ اب کہاں  
1," شہبازشریف کے میڈیکل کی رپورٹ آ گئی ، خون کے تجزیے میں کینسر کی علامات ظاہر  "
0, کراچی میں قونصلیٹ پر حملے کے بعد چین نے پیغام جاری کر دیا  
1, دہشتگردوں کی حملہ کیلئے آتے اور دستی بم پھینکے کے بعد فائرنگ کرتے ہوئے ویڈیو  
0," چینی قونصل خانے پر حملہ، آپریشن کی کمانڈ کرنے والی یہ خاتون کون ہے؟ ایسی خبر  "
1, دہشتگرد وں کے زیر استعمال گاڑی کے اصل مالک کا پتا چل گیا لیکن جب سیکیورٹی فورسز  
0," ” فیصل واوڈا ہمیں بزدل کہہ رہے ہیں، بس اتنا بتادیں کہ وہ اس وقت کہاں تھے جب ۔۔۔  "
1, چینی قونصلیٹ پر حملے کے ماسٹر مائنڈ کا پتہ چل گیا  
1, آرمی چیف نے 11خطرنا ک دہشت گردوں کی سزائے موت کی توثیق کردی 
1," وزیر ریلوے نے تین ماہ میں ڈیڑھ ارب ڈالر کا فائدہ دیا ،وسائل نہیں احساس کی کمی سے  "
0, ”اگر اب لاہوریوں نے موٹر سائیکل یا گاڑی چلاتے ہوئے۔۔۔“ ہیلمٹ کی پابندی کے بعد  
1, اب کسی سرکاری ملازم کو ریٹائرمنٹ کے بعد پنشن نہیں ملے گی بلکہ۔۔۔ حکومت نے ایسا  
1, حکومت نے 31 دسمبر کے بعد سمارٹ فونز بند کرنے کا فیصلہ کر لیا مگر اس کیساتھ ہی  
0, پنجاب حکومت نے چار اہم افسران کے تقرر و تبادلے کے احکامات جاری کر دیئے 
0, میرا مینڈیٹ نہیں لیکن صوبوں کو ایک ایک ارب روپیہ دے رہاہوں :وفاقی وزیر فیصل واڈا 
1,"  چین کی جانب سے دوستانہ ردعمل آیا ،کوئیک ریسپانس پر سندھ پولیس کی تعریف کی :وزیر  "
1," چینی قونصلیٹ پر حملہ ،تینوں دہشت گردوں کی شناخت ہو گئی ،مارے جانے والے ایک دہشت  "
0," فیصل واڈا کی آمد سے پریشانی ہوئی ، ڈی آئی جی باربار جانے کا کہتے رہے:ایڈیشنل آئی  "
1," حکومت کا 100 روزمکمل ہونے پر جناح کنونشن سنٹر میں تقریب کرانے کا فیصلہ ،وزیراعظم  "
0, ”مولانا فضل الرحمان کی سیاسی بس ڈیزل سے چلتی تھی“فیاض الحسن چوہان  
0, وزیر خارجہ شاہ محمود قریشی کا پالیسی جدید تقاضوں سے اہم آہنگ کرنے کیلئے مشاورتی  
1, حکومت نے100دن میں وہ کام کردیئے جو 65سال میں نہیں ہوسکے :وفاقی وزیرفیصل واڈا 
0,"  نوازشریف سے تعلق ختم ہوچکا ، خود کومسلم لیگ ن سے الگ سمجھتاہوں :چودھری نثار  "
0, ”الیکشن سے چار ہفتے پہلے عمران خان سے ملاقات ہوئی جس میں ۔۔۔“اینکرپرسن منیب  
0," وزیر اعظم بااختیار ،کوئی نہیں روک سکتا :گورنر سندھ  "
0," احتساب بلاامتیاز ہونا چاہیے، اس کے بغیر کوئی راستہ نہیں: چیف جسٹس "
0, ’’پیپلزپارٹی اور (ن) لیگ نے قوم کیساتھ وہ کیا جو قصائی۔ ۔ ۔ ۔‘‘ فواد چوہدری نے  
1," دفاعی نمائش آئیڈیاز 2018 آج سے شروع، 52 ملکوں کے مندوبین شرکت کریں گے "
0," العزیزیہ اور فلیگ شپ ریفرنسز کی سماعت آج ،نوازشریف احتساب عدالت پہنچ گئے "
0," پاکستان پرامن ملک،امن کی کوشش کو ہماری کمزوری نہ سمجھا جائے،صدر مملکت "
1," چینی قونصل خانے پر حملہ ،دہشتگردوں سے برآمد مواد کی فرانزک رپورٹ مرتب "
0," فیصلے لکھ لکھ کر ہماری انگلیاں گھس گئیں مگر آپ پڑھتے ہی نہیں،سپریم کورٹ،نیب کے  "
0," ڈاکٹروں کا معائنہ مکمل ، شہبازشریف کو سفر کی اجازت مل گئی ، اب کہاں جائیں گے ؟  "
1," اقتصادی رابطہ کمیٹی کا اجلاس،سردیوں میں گیس لوڈشیڈنگ نہ کرنے کافیصلہ "
0," یکم دسمبرسے موٹرسائیکل سوار 2 افرادکیلئے ہیلمٹ کی پابندی لازمی قرار،ہائیکورٹ  "
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر547 
1, رجنی کانت اور اکشے کی فلم’’ 2.0‘‘ کے ٹریلرنے دھوم مچادی 
1," اداکارہ دپیکا پڈوکون نے شادی پر دولہا رنویر سنگھ کیلئے تحفہ خرید لیا، کونسی چیز  "
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر548 
0, سعدیہ امام نے شیخ رشید سے کس چیز کے پیسے لیے اور پھر کیا ہوا ؟ اداکارہ نے خود ہی  
0, میشا شفیع نے جھوٹے بے بنیاد الزامات لگائے: وکیل علی ظفر 
1, سلمان خان نے کینسر کے ننھے مریض کی خواہش پوری کردی 
0, ’’ لوگوں کو لگتا ہے ماڈلنگ بہت زبردست نوکری ہے لیکن دراصل ایسا نہیں ‘‘ نوجوان  
1, ماورا حسین نے’’ شادی کا لڈو‘‘ کھانے کا فیصلہ کرلیا 
0, ستاروں کی روشنی میں آپ کیلئے آج ( بدھ)کا دن کیسا رہے گا ؟ 
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر549 
1, پاکستانی تھیٹرز کی زبوں حالی پر عثمان پیرزادہ کی سچی اور کڑوی باتیں آپ کو بہت  
0," کترینہ کیف اس سیارے کی نہیں، ایلین ہیں: عامرخان "
1," بالی ووڈ کی معروف ترین اداکارہ حاملہ ہو گئیں ،فلموں کی دنیا کی سب سے بڑی خبر  "
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر550 
1, صبا قمر نے ایسی بات کہہ دی کہ پاکستانیوں نے دھڑا دھڑ انہیں رشتے بھیجنا شروع  
0, فلمی و ادبی شخصیات کے سکینڈلز۔ ۔ ۔قسط نمبر551 
0, صنم سعید نے پہلی مرتبہ شوہر سے طلاق کے پیچھے چھپی اصل وجہ بے نقاب کر دی  
0, بہت سے مرد اداکار می ٹو مہم کے بارے میں کچھ نہیں بولتے : تنوشری دتہ 
0, کرن جوہر نے ’’ کچھ کچھ ‘‘ ہوتا ہے کے سیکوئل کی تردید کردی 
1, رنویر اور دپیکا شادی کے لیے اٹلی روانہ 
0, ڈرامہ سنو چندہ کی اداکارہ مشال خان کے بارے میں وہ انتہائی حیران کن باتیں جو آپ  
1," دنیا کے معروف ڈیزائنر نے پہلی مرتبہ مردانہ اعضا کے لئے زیورات متعارف کروادئیے،  "
